task_name,model_name,num_windows,prep_time_s,inference_time_s,avg_time_per_window
gdp_qoq_saar_h1,xgboost,29,5.699712750152685,42.799681791104376,1.4758510962449785
gdp_qoq_saar_h1,chronos2,29,5.699712750152685,22.12036295584403,0.7627711364084149
gdp_qoq_saar_h1,lstm_univariate,29,5.699712750152685,17.120955378981307,0.5903777716890106
gdp_qoq_saar_h1,lstm_multivariate,29,5.699712750152685,15.397007458028384,0.5309312916561512
gdp_qoq_saar_h1,auto_arima,29,5.699712750152685,6.442671961849555,0.2221611021327433
gdp_qoq_saar_h1,local_trend_ssm,29,5.699712750152685,6.208432627026923,0.2140838836905835
gdp_qoq_saar_h1,random_forest,29,5.699712750152685,4.3542811224469915,0.1501476249119652
gdp_qoq_saar_h1,mixed_freq_dfm_md,29,5.699712750152685,1.89475562190637,0.065336400755392
gdp_qoq_saar_h1,auto_ets,29,5.699712750152685,1.3984401691704988,0.0482220747989827
gdp_qoq_saar_h1,factor_pca_qd,29,5.699712750152685,1.015549708274193,0.0350189554577307
gdp_qoq_saar_h1,ar4,29,5.699712750152685,0.8458958311239257,0.0291688217628939
gdp_qoq_saar_h1,seasonal_naive,29,5.699712750152685,0.7608290007337928,0.0262354827839238
gdp_qoq_saar_h1,naive_last,29,5.699712750152685,0.7572862907545641,0.026113320370847
gdp_qoq_saar_h1,random_normal,29,5.699712750152685,0.7568455850705504,0.0260981236231224
gdp_qoq_saar_h1,drift,29,5.699712750152685,0.7566438743378967,0.0260911680806171
gdp_qoq_saar_h1,random_uniform,29,5.699712750152685,0.756048581795767,0.0260706407515781
gdp_qoq_saar_h1,bvar_minnesota_growth_20,29,5.699712750152685,0.7549778769025579,0.0260337198931916
gdp_qoq_saar_h1,random_permutation,29,5.699712750152685,0.7531912915874273,0.0259721135030147
gdp_qoq_saar_h1,mean,29,5.699712750152685,0.7512325801653787,0.0259045717298406
gdp_qoq_saar_h1,bvar_minnesota_20,29,5.699712750152685,0.7451795000815764,0.0256958448303991
gdp_qoq_saar_h1,bvar_minnesota_growth_8,29,5.699712750152685,0.6997167078079656,0.0241281623382057
gdp_qoq_saar_h1,bvar_minnesota_8,29,5.699712750152685,0.6919133329065517,0.0238590804450535
gdp_qoq_saar_h1,theta,29,5.699712750152685,0.6533894602907822,0.0225306710445097
gdp_qoq_saar_h1,ensemble_avg_top3,29,5.699712750152685,0.0356183719122782,0.001228219721113
